Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	set
RNA-templated DNA Biosynthetic Process (GO:0006278)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	RAD50	cl0_only
Atrioventricular Valve Morphogenesis (GO:0003181)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	SMAD6	cl0_only
Cardiac Ventricle Development (GO:0003231)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	MATR3	cl0_only
Cellular Response To Catecholamine Stimulus (GO:0071870)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	GNB1	cl0_only
Cellular Response To Misfolded Protein (GO:0071218)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	DNAJB12	cl0_only
Chondroitin Sulfate Proteoglycan Biosynthetic Process (GO:0050650)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	CHSY1	cl0_only
Dopamine Metabolic Process (GO:0042417)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	MAOA	cl0_only
Dopaminergic Neuron Differentiation (GO:0071542)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	VEGFA	cl0_only
Establishment Of Skin Barrier (GO:0061436)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	STMN1	cl0_only
Gastrulation (GO:0007369)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	GSC	cl0_only
Glycogen Metabolic Process (GO:0005977)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	PRKAG2	cl0_only
Glycosphingolipid Biosynthetic Process (GO:0006688)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	B4GALT4	cl0_only
Heme Biosynthetic Process (GO:0006783)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	ABCB6	cl0_only
Interleukin-1-Mediated Signaling Pathway (GO:0070498)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	IL1R1	cl0_only
Negative Regulation Of RNA Splicing (GO:0033119)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	PTBP1	cl0_only
Negative Regulation Of Calcium Ion Transmembrane Transport (GO:1903170)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	PPP3CC	cl0_only
Negative Regulation Of Fatty Acid Metabolic Process (GO:0045922)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	NCOR1	cl0_only
Negative Regulation Of Telomere Maintenance Via Telomerase (GO:0032211)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	SRC	cl0_only
Oligodendrocyte Differentiation (GO:0048709)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	SOX6	cl0_only
Phosphate Ion Transport (GO:0006817)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	SLC17A8	cl0_only
Phosphatidylcholine Biosynthetic Process (GO:0006656)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	MFSD2A	cl0_only
piRNA Processing (GO:0034587)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	PIWIL4	cl0_only
Positive Regulation Of Activated T Cell Proliferation (GO:0042104)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	IGF1	cl0_only
Positive Regulation Of Alpha-Beta T Cell Activation (GO:0046635)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	TNFSF4	cl0_only
Positive Regulation Of Hormone Secretion (GO:0046887)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	VAMP8	cl0_only
Positive Regulation Of Mitochondrial Fission (GO:0090141)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	PGAM5	cl0_only
Protein Heterooligomerization (GO:0051291)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	PKD2	cl0_only
Receptor Clustering (GO:0043113)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	LRP4	cl0_only
Regulation Of Acute Inflammatory Response (GO:0002673)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	C2CD4B	cl0_only
Regulation Of Early Endosome To Late Endosome Transport (GO:2000641)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	SRC	cl0_only
Regulation Of Granulocyte Chemotaxis (GO:0071622)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	CAMK1D	cl0_only
Regulation Of Lymphocyte Differentiation (GO:0045619)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	TLR9	cl0_only
Regulation Of Nuclear Division (GO:0051783)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	CDCA2	cl0_only
snRNA Processing (GO:0016180)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	INTS8	cl0_only
Telomere Maintenance Via Telomerase (GO:0007004)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	RAD50	cl0_only
Vesicle Targeting, Rough ER To cis-Golgi (GO:0048207)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	PEF1	cl0_only
Xenobiotic Catabolic Process (GO:0042178)	1/19	0.761336691673138	0.883750387661788	0	0	0.709472394517191	0.193458638641367	GSTO1	cl0_only
Endoplasmic Reticulum Organization (GO:0007029)	3/54	0.761355812140452	0.883750387661788	0	0	0.750903259854667	0.204737131637278	SEC16B;TRAM1;DOP1B	cl0_only
Monoatomic Anion Transmembrane Transport (GO:0098656)	3/54	0.761355812140452	0.883750387661788	0	0	0.750903259854667	0.204737131637278	SLC12A4;LRRC8D;ANO6	cl0_only
Positive Regulation Of Leukocyte Chemotaxis (GO:0002690)	3/54	0.761355812140452	0.883750387661788	0	0	0.750903259854667	0.204737131637278	VEGFC;ANO6;VEGFA	cl0_only
Regulation Of Smooth Muscle Cell Proliferation (GO:0048660)	3/54	0.761355812140452	0.883750387661788	0	0	0.750903259854667	0.204737131637278	PDGFRB;RBPMS2;IGF1	cl0_only
Antigen Receptor-Mediated Signaling Pathway (GO:0050851)	8/134	0.765209381300966	0.887947348584553	0	0	0.810007474827419	0.216762683368921	BLK;NCOR2;WNK1;BTN1A1;INPP5D;BCL2;PIK3CD;FYN	cl0_only
Inorganic Cation Import Across Plasma Membrane (GO:0098659)	6/103	0.767085860386201	0.889653588151283	0	0	0.789280061599008	0.209282770810926	SLC12A4;TRPV4;SLC9A9;SLC39A12;SCN3A;KCNJ2	cl0_only
Synapse Assembly (GO:0007416)	4/71	0.767156415820783	0.889653588151283	0	0	0.761977405788736	0.201973210699761	FARP1;PTEN;NRCAM;ADGRL3	cl0_only
Neuron Migration (GO:0001764)	3/55	0.772236051949576	0.895266205567629	0	0	0.736422997292563	0.190339576564434	TRIM46;NRCAM;VEGFA	cl0_only
RNA 3'-End Processing (GO:0031123)	2/38	0.773579101103314	0.895506009761691	0	0	0.709272030651341	0.182089529090722	HEXIM1;INTS8	cl0_only
Heart Looping (GO:0001947)	2/38	0.773579101103314	0.895506009761691	0	0	0.709272030651341	0.182089529090722	MICAL2;PKD2	cl0_only
Response To Ionizing Radiation (GO:0010212)	4/72	0.776604232367896	0.895506009761691	0	0	0.750731231719207	0.189803182102493	STK11;GRB2;ECT2;CLK2	cl0_only
DNA Unwinding Involved In DNA Replication (GO:0006268)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	MCM7	cl0_only
T Cell Mediated Immunity (GO:0002456)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	EMP2	cl0_only
Cellular Response To Copper Ion (GO:0071280)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	MT3	cl0_only
Cellular Response To pH (GO:0071467)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	RAB11B	cl0_only
Endothelial Cell Development (GO:0001885)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	RAP1B	cl0_only
Leukotriene Metabolic Process (GO:0006691)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	MGST3	cl0_only
Maturation Of LSU-rRNA (GO:0000470)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	FTSJ3	cl0_only
Myoblast Differentiation (GO:0045445)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	IGF1	cl0_only
Negative Regulation Of Microtubule Depolymerization (GO:0007026)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	CAMSAP2	cl0_only
Negative Regulation Of Protein Localization To Cell Periphery (GO:1904376)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	LRRC15	cl0_only
Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0000289)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	CNOT2	cl0_only
Phosphatidylserine Metabolic Process (GO:0006658)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	OSBPL10	cl0_only
Positive Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050857)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	NECTIN2	cl0_only
Positive Regulation Of Epithelial Cell Differentiation (GO:0030858)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	SULT2B1	cl0_only
Positive Regulation Of Lipid Catabolic Process (GO:0050996)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	PRKCD	cl0_only
Positive Regulation Of Lipid Storage (GO:0010884)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	IKBKE	cl0_only
Positive Regulation Of Protein Processing (GO:0010954)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	GSN	cl0_only
Protein Deacylation (GO:0035601)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	NOTUM	cl0_only
Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	GSTO1	cl0_only
Regulation Of Necroptotic Process (GO:0060544)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	IGF2BP1	cl0_only
Response To Fibroblast Growth Factor (GO:0071774)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	HYAL2	cl0_only
Response To Ketone (GO:1901654)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	NR1H3	cl0_only
Xenobiotic Transport (GO:0042908)	1/20	0.778680018131917	0.895506009761691	0	0	0.672095469549131	0.168128094121648	ABCC1	cl0_only
Nucleotide-Excision Repair (GO:0006289)	3/56	0.782706590603466	0.899282687635876	0	0	0.722489159732802	0.177007949668631	USP44;PNKP;FSCN1	cl0_only
Regulation Of Stem Cell Population Maintenance (GO:2000036)	3/56	0.782706590603466	0.899282687635876	0	0	0.722489159732802	0.177007949668631	CNOT2;TET1;SAP30	cl0_only
Cellular Response To Organonitrogen Compound (GO:0071417)	6/105	0.782786431778228	0.899282687635876	0	0	0.773251184039566	0.189365639879822	RAP1B;CRHBP;EGR1;JUP;CAPN2;PKD2	cl0_only
Sodium Ion Transport (GO:0006814)	5/89	0.783069843625496	0.899282687635876	0	0	0.759535327607201	0.185731746157985	ASIC5;PKD2;SLC4A4;SCN3A;SCN1B	cl0_only
RNA Processing (GO:0006396)	11/183	0.783168501876301	0.899282687635876	0	0	0.815551216048287	0.19932675700384	IVNS1ABP;M1AP;RNASEL;PDCD7;CELF2;AKAP8L;HNRNPR;TFIP11;USP39;SRPK1;PPP1R9B	cl0_only
DNA Replication (GO:0006260)	4/73	0.785746481904654	0.899379081924599	0	0	0.739811033709665	0.178384035952139	DUT;POLA2;MCM7;PNKP	cl0_only
Digestive Tract Development (GO:0048565)	2/39	0.785902642710432	0.899379081924599	0	0	0.690065237651445	0.166252144546819	PKDCC;GATA6	cl0_only
Heterochromatin Organization (GO:0070828)	2/39	0.785902642710432	0.899379081924599	0	0	0.690065237651445	0.166252144546819	PCID2;BAZ2A	cl0_only
Histone H4 Acetylation (GO:0043967)	2/39	0.785902642710432	0.899379081924599	0	0	0.690065237651445	0.166252144546819	MSL3;HCFC1	cl0_only
Negative Regulation Of Lymphocyte Proliferation (GO:0050672)	2/39	0.785902642710432	0.899379081924599	0	0	0.690065237651445	0.166252144546819	CEBPB;DLG5	cl0_only
Negative Regulation Of Mitochondrion Organization (GO:0010823)	2/39	0.785902642710432	0.899379081924599	0	0	0.690065237651445	0.166252144546819	BAK1;IGF1	cl0_only
Negative Regulation Of Protein Secretion (GO:0050709)	2/39	0.785902642710432	0.899379081924599	0	0	0.690065237651445	0.166252144546819	NR1H3;RAB11FIP3	cl0_only
Negative Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059)	2/39	0.785902642710432	0.899379081924599	0	0	0.690065237651445	0.166252144546819	MAP1A;N4BP1	cl0_only
Positive Regulation Of ATP-dependent Activity (GO:0032781)	2/39	0.785902642710432	0.899379081924599	0	0	0.690065237651445	0.166252144546819	TNNT3;FGF10	cl0_only
Positive Regulation Of Intracellular Transport (GO:0032388)	2/39	0.785902642710432	0.899379081924599	0	0	0.690065237651445	0.166252144546819	PLK3;STK11	cl0_only
Regulation Of Receptor-Mediated Endocytosis (GO:0048259)	2/39	0.785902642710432	0.899379081924599	0	0	0.690065237651445	0.166252144546819	TNK2;HIP1R	cl0_only
Fatty Acid Metabolic Process (GO:0006631)	7/122	0.790961946409896	0.902290677100702	0	0	0.776476605987664	0.182087973055071	SGPL1;ACBD5;GPAM;ACSL1;LPIN2;LPIN3;SLC27A4	cl0_only
Protein Localization To Nucleus (GO:0034504)	7/122	0.790961946409896	0.902290677100702	0	0	0.776476605987664	0.182087973055071	COL1A1;GCKR;NUAK2;FAM53B;NUP153;TAF3;KPNA1	cl0_only
Endosome To Lysosome Transport (GO:0008333)	3/57	0.792776030564888	0.902290677100702	0	0	0.709071390230811	0.164656679847494	PLEKHF1;VPS33A;TRAK1	cl0_only
Import Into Nucleus (GO:0051170)	4/74	0.79458774670611	0.902290677100702	0	0	0.729202841357538	0.167666963025673	GCKR;FAM53B;NUP153;KPNA1	cl0_only
Positive Regulation Of Lymphocyte Proliferation (GO:0050671)	4/74	0.79458774670611	0.902290677100702	0	0	0.729202841357538	0.167666963025673	NCK2;TLR9;BCL2;FGF10	cl0_only
Cellular Response To Nerve Growth Factor Stimulus (GO:1990090)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	NGF	cl0_only
Chaperone-Mediated Protein Complex Assembly (GO:0051131)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	HOPX	cl0_only
Endocardial Cushion Morphogenesis (GO:0003203)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	APC	cl0_only
Histone H2A Acetylation (GO:0043968)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	MSL3	cl0_only
Mitochondrial Calcium Ion Homeostasis (GO:0051560)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	MCUB	cl0_only
Modulation By Host Of Viral Genome Replication (GO:0044827)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	NUCKS1	cl0_only
Outer Dynein Arm Assembly (GO:0036158)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	NISCH	cl0_only
poly(A)+ mRNA Export From Nucleus (GO:0016973)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	PCID2	cl0_only
Porphyrin-Containing Compound Biosynthetic Process (GO:0006779)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	ABCB6	cl0_only
Positive Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902993)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	SLC2A13	cl0_only
Positive Regulation Of Granulocyte Chemotaxis (GO:0071624)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	CAMK1D	cl0_only
Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045954)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	NECTIN2	cl0_only
Positive Regulation Of Translational Initiation (GO:0045948)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	DDX3X	cl0_only
Regulation Of Lipid Storage (GO:0010883)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	IKBKE	cl0_only
Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031664)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	PRKCA	cl0_only
Regulation Of Neurotransmitter Transport (GO:0051588)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	MYOF	cl0_only
Retrotransposon Silencing (GO:0010526)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	MOV10	cl0_only
snRNA Metabolic Process (GO:0016073)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	INTS8	cl0_only
Sodium Ion Import Across Plasma Membrane (GO:0098719)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	SLC9A9	cl0_only
Zinc Ion Transmembrane Transport (GO:0071577)	1/21	0.794763824195036	0.902290677100702	0	0	0.638456237077877	0.146659964145985	SLC39A12	cl0_only
Notch Signaling Pathway (GO:0007219)	2/40	0.797631726341365	0.902290677100702	0	0	0.671869328493648	0.151915220848654	NOTCH4;HOXD3	cl0_only
Cyclic-Nucleotide-Mediated Signaling (GO:0019935)	2/40	0.797631726341365	0.902290677100702	0	0	0.671869328493648	0.151915220848654	GUCY1B1;ADGRG6	cl0_only
mRNA 3'-End Processing (GO:0031124)	2/40	0.797631726341365	0.902290677100702	0	0	0.671869328493648	0.151915220848654	HEXIM1;GRSF1	cl0_only
Positive Regulation Of Catalytic Activity (GO:0043085)	2/40	0.797631726341365	0.902290677100702	0	0	0.671869328493648	0.151915220848654	ABL2;SLC5A3	cl0_only
Positive Regulation Of Insulin Secretion (GO:0032024)	2/40	0.797631726341365	0.902290677100702	0	0	0.671869328493648	0.151915220848654	BLK;BAIAP3	cl0_only
Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763)	2/40	0.797631726341365	0.902290677100702	0	0	0.671869328493648	0.151915220848654	PRKCA;RUNX1	cl0_only
Positive Regulation Of Stem Cell Population Maintenance (GO:1902459)	2/40	0.797631726341365	0.902290677100702	0	0	0.671869328493648	0.151915220848654	TET1;SAP30	cl0_only
Positive Regulation Of Wound Healing (GO:0090303)	2/40	0.797631726341365	0.902290677100702	0	0	0.671869328493648	0.151915220848654	FOXC2;PRKCE	cl0_only
Protein Localization To Cilium (GO:0061512)	2/40	0.797631726341365	0.902290677100702	0	0	0.671869328493648	0.151915220848654	CSNK1D;WDR35	cl0_only
Regulation Of Cytosolic Calcium Ion Concentration (GO:0051480)	2/40	0.797631726341365	0.902290677100702	0	0	0.671869328493648	0.151915220848654	CLN3;SLC35G1	cl0_only
Regulation Of Microtubule Cytoskeleton Organization (GO:0070507)	2/40	0.797631726341365	0.902290677100702	0	0	0.671869328493648	0.151915220848654	STMN1;MAPRE2	cl0_only
Regulation Of Microtubule Polymerization (GO:0031113)	2/40	0.797631726341365	0.902290677100702	0	0	0.671869328493648	0.151915220848654	STMN1;CAMSAP2	cl0_only
Water-Soluble Vitamin Metabolic Process (GO:0006767)	2/40	0.797631726341365	0.902290677100702	0	0	0.671869328493648	0.151915220848654	HLCS;GSTO1	cl0_only
Lymphocyte Differentiation (GO:0030098)	5/91	0.799102887717879	0.903681029945726	0	0	0.741791356615934	0.166358262076801	TPD52;TOP2B;CEBPG;PIK3CD;PIK3R1	cl0_only
Eye Development (GO:0001654)	3/58	0.802453410706392	0.907195209620522	0	0	0.696141539619801	0.153207860926127	FOXC1;MEIS1;MEIS2	cl0_only
Regulation Of DNA Replication (GO:0006275)	4/75	0.803132953190119	0.907418279655619	0	0	0.718893471325189	0.15760661603976	ESCO1;NUCKS1;EGFR;S100A11	cl0_only
Metal Ion Transport (GO:0030001)	10/171	0.803136886145771	0.907418279655619	0	0	0.79199007589528	0.173628072358595	CACNB3;KCNIP2;SLC41A2;TRPV4;FYN;PKD2;SLC4A4;SCN3A;CNNM4;KCNJ2	cl0_only
Positive Regulation Of DNA Metabolic Process (GO:0051054)	6/108	0.804813393751617	0.909032677413954	0	0	0.750386461638597	0.162942546229417	PDGFRB;RAD50;ABRAXAS1;CEBPG;EGFR;FGF10	cl0_only
